Employee_No,Name,Gender,Year_of_Birth,Marital_Status,Religion_ID,Designation_ID,Employment_Category,Employment_Type,Join_year,Status,Inactive_year,Inactive_Month,Active_years,Active_months
1131,Mr Devyn Swift,Male,1976,Married,1,64,Staff,Contarct Basis,2020,Active,,,3,1
1132,Garth Gutmann,Male,1979,Married,4,31,Labour,Contarct Basis,2020,Inactive,2020.0,6.0,3,2
1134,Prof Doyle Ankunding,Male,1979,Single,4,1,Labour,Contarct Basis,2020,Inactive,2020.0,10.0,3,1
1135,Mr Anderson Harvey PhD,Male,1994,Married,3,1,Labour,Contarct Basis,2020,Inactive,2020.0,6.0,3,2
1137,Miss Felicity Skiles,Male,1978,Married,1,31,Labour,Contarct Basis,2021,Resigned,2021.0,3.0,2,5
1138,Muriel Turcotte,Male,1966,Married,1,30,Labour,Contarct Basis,2019,Resigned,2022.0,4.0,3,7
1139,Emanuel Larkin,Male,1983,Married,1,31,Labour,Contarct Basis,2019,Resigned,2020.0,12.0,3,7
1141,Josefa Goyette,Male,1969,Married,1,1,Labour,Contarct Basis,2021,Resigned,2021.0,3.0,2,5
1158,Belle Roberts DDS,Male,1982,Married,3,33,Staff,Contarct Basis,2020,Resigned,2022.0,7.0,3,1
1164,Dr Gabriel Dicki,Male,1992,Single,1,8,Staff,Contarct Basis,2020,Inactive,2020.0,12.0,3,0
1171,Alysson Rath,Male,1995,Single,4,27,Staff,Contarct Basis,2020,Inactive,2020.0,9.0,3,0
1172,Dr Erwin Kuhn III,Male,1995,Married,1,24,Staff,Contarct Basis,2020,Inactive,2020.0,8.0,3,0
1173,Judd Johnston,Male,1991,Single,1,108,Staff,Contarct Basis,2020,Inactive,2020.0,11.0,3,0
1176,Prof Presley Koepp II,Male,1953,Married,3,6,Staff,Contarct Basis,2020,Resigned,2020.0,11.0,3,0
1178,Aletha Becker,Male,1989,Married,3,8,Staff,Contarct Basis,2020,Resigned,2022.0,1.0,3,0
1179,Ezekiel Greenfelder,Male,1975,Married,1,64,Staff,Contarct Basis,2020,Resigned,2021.0,1.0,3,0
1193,Julius Fay,Male,1957,Married,1,62,Labour,Contarct Basis,2020,Inactive,2020.0,6.0,3,1
1208,Anna Morar,Male,1980,Married,1,24,Staff,Contarct Basis,2020,Resigned,2021.0,10.0,3,1
1212,Dr Nico Hessel Sr,Female,1994,Married,1,138,Staff,Contarct Basis,2020,Active,,,3,0
1215,Ms Lavonne Auer I,Female,1989,Married,1,17,Staff,Contarct Basis,2020,Inactive,2020.0,11.0,2,11
1217,Neha O'Hara,Male,1985,Married,4,104,Management,Contarct Basis,2020,Inactive,2020.0,10.0,2,11
1221,Mrs Alayna Bechtelar,Male,1994,Single,3,140,Staff,Contarct Basis,2020,Resigned,2020.0,11.0,3,0
1222,Heloise Gutkowski,Male,1992,Single,1,8,Staff,Contarct Basis,2020,Resigned,2022.0,9.0,2,11
1223,Maybell Parker,Male,1998,Single,1,93,Staff,Contarct Basis,2020,Resigned,2021.0,3.0,2,11
1280,Bethel Graham,Male,1959,Married,3,30,Labour,Contarct Basis,2020,Inactive,2020.0,9.0,2,11
1288,Iliana Parisian,Male,1979,Married,3,36,Staff,Contarct Basis,2020,Resigned,2020.0,10.0,2,10
1297,Jarrod Keebler,Male,1993,Married,4,31,Labour,Contarct Basis,2020,Inactive,2020.0,9.0,2,10
1298,Althea O'Kon,Male,1977,Married,4,1,Labour,Contarct Basis,2020,Inactive,2020.0,9.0,2,11
1299,Samantha Franecki,Male,1992,Married,3,31,Labour,Contarct Basis,2020,Inactive,2020.0,9.0,2,10
1300,Arely Lang,Male,1991,Single,4,84,Staff,Contarct Basis,2020,Inactive,2020.0,12.0,2,10
1302,Carley Ferry,Male,1992,Single,1,22,Staff,Contarct Basis,2020,Resigned,2021.0,2.0,2,10
1304,Queenie Wolf,Male,1980,Married,1,7,Staff,Contarct Basis,2020,Resigned,2021.0,9.0,2,10
1306,Myles Kris,Female,1999,Single,1,177,Staff,Contarct Basis,2020,Active,,,2,7
1310,Wilhelm Hill DDS,Male,1993,Single,1,33,Staff,Contarct Basis,2020,Resigned,2021.0,2.0,2,9
1323,Prof Merritt Zieme,Male,1975,Married,1,24,Staff,Contarct Basis,2020,Resigned,2020.0,11.0,2,10
1324,Prof Rachael Kuhlman MD,Male,1998,Single,1,70,Staff,Contarct Basis,2020,Inactive,2020.0,10.0,2,9
1325,Nathanial Terry,Male,1982,Married,1,8,Staff,Contarct Basis,2020,Resigned,2021.0,8.0,2,9
1326,Prof Arden Franecki V,Male,1967,Married,1,144,Staff,Contarct Basis,2020,Inactive,2020.0,12.0,2,9
1329,Verlie Hodkiewicz,Male,1987,Married,1,24,Staff,Contarct Basis,2020,Inactive,2020.0,9.0,3,0
1330,Carissa Gerlach,Male,2005,Single,3,146,Staff,Contarct Basis,2020,Resigned,2021.0,8.0,2,9
1332,Dr Elmore Huels MD,Male,1988,Married,1,7,Staff,Contarct Basis,2020,Inactive,2020.0,10.0,2,8
1334,Yazmin Gleason,Male,1994,Single,1,33,Staff,Contarct Basis,2020,Resigned,2021.0,7.0,2,8
1335,Mrs Lelah Lesch,Male,1984,Married,1,48,Staff,Contarct Basis,2020,Resigned,2020.0,11.0,2,8
1336,Avis D'Amore,Male,1997,Single,1,27,Staff,Contarct Basis,2020,Inactive,2020.0,10.0,2,8
1380,Carli Crist,Female,1993,Single,1,147,Staff,Contarct Basis,2020,Resigned,2021.0,1.0,2,8
1381,Lester Mann IV,Male,1983,Married,1,176,Staff,Contarct Basis,2020,Resigned,2022.0,5.0,2,8
1382,Rhea Walker,Male,1990,Single,1,8,Staff,Contarct Basis,2020,Inactive,2020.0,12.0,2,8
1383,Mortimer Towne,Male,1998,Single,1,27,Staff,Contarct Basis,2020,Resigned,2021.0,9.0,2,8
1384,Vern Shanahan,Male,1997,Single,1,27,Staff,Contarct Basis,2020,Inactive,2020.0,12.0,2,8
1385,Luciano Barrows,Male,1996,Single,1,40,Staff,Contarct Basis,2020,Resigned,2021.0,9.0,2,8
1386,Mr Lucio Sauer MD,Male,1985,Married,2,22,Staff,Contarct Basis,2020,Resigned,2022.0,1.0,2,7
1388,Aletha Schaefer I,Male,1968,Married,1,80,Staff,Contarct Basis,2020,Active,,,2,7
1389,Roberta Baumbach,Male,1991,Married,1,43,Staff,Contarct Basis,2020,Inactive,2020.0,11.0,2,7
1390,Tom Gutkowski,Male,1971,Married,1,1,Labour,Contarct Basis,2020,Resigned,2021.0,9.0,2,7
1397,Mateo Braun Sr,Male,2000,Single,1,22,Staff,Contarct Basis,2020,Resigned,2021.0,1.0,2,7
1398,Kelsi Koss III,Male,1995,Single,1,48,Staff,Contarct Basis,2020,Active,,,2,7
1399,Lyda Bauch,Male,1998,Single,1,95,Staff,Contarct Basis,2020,Active,,,2,7
1430,Dr Dylan Powlowski,Male,1999,Single,1,24,Staff,Contarct Basis,2020,Inactive,2021.0,8.0,2,7
1432,Trudie Davis PhD,Female,1993,Single,1,17,Staff,Contarct Basis,2020,Resigned,2021.0,8.0,2,7
1433,Alessia Effertz,Female,1970,Married,1,149,Staff,Contarct Basis,2020,Resigned,2021.0,6.0,2,7
1434,Itzel Langosh,Male,1995,Single,1,27,Staff,Contarct Basis,2020,Resigned,2021.0,12.0,2,6
1435,Donny Hauck,Male,1987,Married,1,8,Staff,Contarct Basis,2020,Resigned,2021.0,3.0,2,7
1436,Ignacio Mohr,Male,1983,Married,2,36,Staff,Contarct Basis,2020,Active,,,2,6
1437,Elvie Reynolds,Female,1976,Married,1,120,Management,Contarct Basis,2020,Resigned,2021.0,3.0,2,9
1439,Houston Pagac,Male,1995,Single,3,33,Staff,Contarct Basis,2020,Resigned,2021.0,7.0,2,6
1440,Ariel Wolff,Male,1993,Single,1,89,Staff,Contarct Basis,2021,Resigned,2021.0,8.0,2,6
1441,Miss Fleta Rowe I,Male,1991,Single,1,22,Staff,Contarct Basis,2021,Resigned,2021.0,5.0,2,6
1443,Dane Jones,Male,1985,Married,1,8,Staff,Contarct Basis,2021,Resigned,2021.0,4.0,2,6
1445,Clarabelle Lemke II,Male,1986,Married,1,17,Staff,Contarct Basis,2021,Resigned,2021.0,1.0,2,5
1446,Mrs Celestine Cartwright IV,Male,1989,Single,3,22,Staff,Contarct Basis,2021,Resigned,2021.0,12.0,2,5
1538,Estel Hahn,Male,1964,Married,1,6,Staff,Contarct Basis,2021,Resigned,2022.0,2.0,2,5
1539,Reagan Marquardt,Male,1994,Single,1,153,Labour,Contarct Basis,2021,Active,,,2,5
1543,Dr Alexie Simonis,Male,1994,Single,1,17,Staff,Contarct Basis,2021,Resigned,2021.0,7.0,2,5
1619,Erin Grimes,Male,1994,Single,3,36,Staff,Contarct Basis,2021,Resigned,2021.0,6.0,2,4
1625,Ava Okuneva,Male,1975,Married,1,66,Management,Contarct Basis,2021,Resigned,2021.0,8.0,2,4
1629,Zola Lind Jr,Male,1990,Married,1,78,Management,Contarct Basis,2021,Resigned,2021.0,7.0,2,4
1630,Dr Sid Rutherford,Male,1996,Single,3,7,Staff,Contarct Basis,2021,Resigned,2022.0,4.0,2,4
1636,Christy Gleichner,Male,1980,Married,1,122,Labour,Contarct Basis,2021,Resigned,2022.0,6.0,2,5
1637,Devin Osinski,Male,1997,Single,1,55,Labour,Contarct Basis,2021,Resigned,2021.0,10.0,2,5
1644,Wyman Bashirian,Male,1952,Married,1,134,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,2,4
1657,Marques Prohaska,Male,1978,Married,1,48,Staff,Contarct Basis,2021,Active,,,2,3
1683,Prof Nona Mante,Male,1987,Single,1,108,Staff,Contarct Basis,2021,Resigned,2022.0,6.0,2,3
1685,Vita Lind MD,Male,1987,Married,1,22,Staff,Contarct Basis,2021,Active,,,2,3
1715,Lamont Leffler,Male,1989,Single,1,104,Management,Contarct Basis,2021,Resigned,2021.0,8.0,2,2
1716,Angeline Turcotte,Male,1995,Single,1,9,Staff,Contarct Basis,2021,Resigned,2021.0,8.0,2,2
1738,Ms Eugenia Yost V,Male,1964,Married,1,1,Labour,Contarct Basis,2021,Resigned,2021.0,10.0,2,2
1739,Lukas Walter,Male,1970,Married,1,162,Management,Contarct Basis,2021,Resigned,2021.0,12.0,2,2
1740,Treva Hoppe,Male,1975,Married,1,163,Management,Contarct Basis,2021,Resigned,2021.0,8.0,2,2
1741,Mrs Mallie Torp IV,Female,1992,Single,1,161,Staff,Contarct Basis,2021,Resigned,2021.0,8.0,2,2
1760,Prof Maxine Becker II,Male,1969,Married,1,27,Staff,Contarct Basis,2021,Resigned,2022.0,1.0,2,2
1761,Murphy O'Hara,Male,1963,Married,1,27,Staff,Contarct Basis,2021,Inactive,2021.0,8.0,2,2
1771,Mr Cesar Powlowski II,Male,1981,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,11.0,2,2
1772,Nels Schulist,Male,1954,Married,3,30,Labour,Contarct Basis,2021,Resigned,2021.0,10.0,2,2
1773,Fidel Muller,Male,1992,Married,3,30,Labour,Contarct Basis,2021,Resigned,2021.0,10.0,2,2
1784,Carol Mertz MD,Male,1980,Married,1,43,Labour,Contarct Basis,2021,Resigned,2022.0,3.0,2,1
1800,Prof Bethel Lemke,Male,1993,Married,2,8,Staff,Contarct Basis,2021,Resigned,2022.0,12.0,2,1
1803,Duncan Waters,Male,1987,Married,3,122,Labour,Contarct Basis,2021,Active,,,2,5
1804,Miss Jeanne Schoen,Male,1987,Married,3,122,Labour,Contarct Basis,2021,Active,,,2,5
1814,Dr Ryann Feest PhD,Male,1978,Married,1,122,Labour,Contarct Basis,2021,Resigned,2022.0,7.0,2,1
1815,Myriam Buckridge,Male,1979,Married,1,122,Labour,Contarct Basis,2021,Resigned,2022.0,11.0,2,1
1816,Emelie Langworth,Male,1968,Married,1,24,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,2,2
1820,Miss Libbie Reinger,Male,1992,Married,1,122,Labour,Contarct Basis,2021,Resigned,2022.0,5.0,2,1
1822,Jodie Satterfield,Male,1975,Married,1,55,Labour,Contarct Basis,2021,Resigned,2022.0,3.0,2,1
1825,Antonetta Wyman,Male,1959,Married,1,31,Labour,Contarct Basis,2021,Resigned,2021.0,10.0,2,1
1827,Dr Serena Trantow,Male,1976,Married,1,31,Labour,Contarct Basis,2021,Resigned,2021.0,12.0,2,1
1833,Ms Delores Towne DDS,Male,1987,Married,1,29,Labour,Contarct Basis,2021,Resigned,2022.0,7.0,2,1
1834,Adonis Trantow MD,Male,1994,Single,3,33,Staff,Contarct Basis,2021,Resigned,2022.0,1.0,2,1
1844,Jefferey Torp,Male,1983,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,2,1
1846,Mr Erik Bruen PhD,Male,1958,Married,1,4,Labour,Contarct Basis,2021,Resigned,2021.0,12.0,2,1
1849,Elissa Krajcik,Male,1987,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,2,1
1850,Donnie Bergstrom,Male,1978,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,2,1
1852,Marina Reichert III,Male,1977,Married,1,124,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,2,1
1854,Chesley Morissette,Male,1969,Married,1,124,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,2,1
1855,Mrs Sally Spencer,Male,1981,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,2,1
1857,Prof Christop West IV,Male,2003,Single,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,2.0,2,1
1860,Dixie Gleason,Male,2002,Single,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,2,1
1861,Mrs Emely Oberbrunner DVM,Male,2002,Single,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,1.0,2,1
1862,Prof Viola Swaniawski,Male,1994,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,6.0,2,1
1863,Rollin Okuneva,Male,1958,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,6.0,2,1
1865,Stephania Greenholt,Male,1962,Married,1,31,Labour,Contarct Basis,2021,Active,,,2,1
1867,Vanessa Wuckert,Male,1963,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,2,1
1873,Gust Pagac,Male,1998,Married,1,30,Labour,Contarct Basis,2021,Resigned,2021.0,12.0,2,1
1874,Hulda Wolf,Male,2001,Single,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,2.0,2,1
1878,Miss Viola Collins DDS,Male,1998,Married,1,55,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,2,1
1881,Rhett Haley,Male,1971,Married,1,31,Labour,Contarct Basis,2021,Resigned,2021.0,10.0,2,1
1886,Braxton Volkman,Male,1968,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,2,0
1890,Clotilde Boyer III,Male,1978,Married,3,31,Labour,Contarct Basis,2021,Resigned,2022.0,3.0,2,0
1892,Lelah Williamson,Male,1962,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,3.0,2,1
1899,Mr Lon Hackett,Male,1965,Married,1,80,Labour,Contarct Basis,2021,Active,,,2,1
1902,Miss Clara Hessel I,Male,1965,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,2,0
1903,Ms Nellie Bruen Jr,Male,1961,Married,1,55,Labour,Contarct Basis,2021,Resigned,2022.0,6.0,2,0
1904,Estella Heidenreich Jr,Female,1998,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,3.0,2,0
1906,Emmitt Kling,Male,1972,Married,1,31,Labour,Contarct Basis,2021,Resigned,2021.0,10.0,2,1
1909,Adan Schimmel,Male,1962,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,3.0,2,1
1916,Miss Etha Hudson Sr,Male,1967,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,3.0,2,0
1917,Sage Lebsack,Male,1983,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,2,0
1918,Alverta Bode,Male,1990,Married,1,90,Staff,Contarct Basis,2021,Resigned,2022.0,2.0,2,0
1920,Cordelia Vandervort IV,Male,1974,Married,1,124,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,2,0
1926,Kayley Bosco,Male,1959,Married,1,31,Labour,Contarct Basis,2021,Active,,,2,0
1931,Micheal Reichel,Male,1994,Single,1,33,Staff,Contarct Basis,2021,Active,,,2,0
1932,Blake Jast,Male,1969,Married,1,124,Labour,Contarct Basis,2021,Resigned,2022.0,3.0,2,0
1935,Dolores Kerluke,Male,2001,Single,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,3.0,2,0
1936,Golda Bogan,Male,1988,Married,1,24,Labour,Contarct Basis,2021,Resigned,2022.0,2.0,2,0
1938,Garrett Stiedemann,Male,1987,Married,1,124,Labour,Contarct Basis,2021,Resigned,2022.0,6.0,2,1
1941,Miss Melyssa Moore DVM,Male,2001,Single,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,2.0,2,0
1947,Daphne Harris,Female,1998,Single,1,125,Labour,Contarct Basis,2021,Resigned,2021.0,12.0,2,0
1952,Dahlia Mueller,Male,1993,Married,1,167,Management,Contarct Basis,2021,Resigned,2022.0,6.0,2,3
1954,Shanel Kris DVM,Male,1954,Married,1,31,Labour,Contarct Basis,2021,Resigned,2021.0,12.0,2,0
1955,Yesenia Dickens Jr,Male,1995,Single,1,139,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,2,0
1957,Zella Macejkovic,Female,1998,Single,1,112,Staff,Contarct Basis,2021,Resigned,2022.0,11.0,2,0
1959,Claud Nolan,Male,1991,Married,1,49,Staff,Contarct Basis,2021,Active,,,2,0
1960,Dejah Prosacco,Male,1975,Married,1,24,Staff,Contarct Basis,2021,Resigned,2021.0,10.0,2,0
1961,Terrence Weimann,Male,1994,Single,2,89,Staff,Contarct Basis,2021,Active,,,2,0
1962,Mrs Theresia Stokes DVM,Male,1979,Married,1,7,Staff,Contarct Basis,2021,Resigned,2021.0,7.0,2,0
1964,Jamison Feest,Male,1986,Married,1,6,Staff,Contarct Basis,2021,Active,,,2,0
1965,Samantha Wolff,Male,1974,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,2.0,1,11
1967,Erling Upton,Male,1969,Married,1,7,Staff,Contarct Basis,2021,Resigned,2021.0,7.0,1,11
1969,Elmira Gleason,Male,1994,Single,1,158,Staff,Contarct Basis,2021,Resigned,2021.0,12.0,1,11
1970,Isac Marvin Jr,Male,1958,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,11
1975,Mariam Lindgren,Male,1978,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,6.0,2,0
1976,Mr Rodrick Bartell,Male,1996,Single,1,49,Staff,Contarct Basis,2021,Resigned,2021.0,12.0,1,11
1985,Stephania Conn,Male,1994,Single,3,36,Staff,Contarct Basis,2021,Resigned,2021.0,12.0,1,11
1987,Arlie Ruecker Sr,Male,1987,Married,1,31,Labour,Contarct Basis,2021,Resigned,2021.0,12.0,1,11
1988,Dr Nadia Tillman IV,Male,1994,Married,1,43,Labour,Contarct Basis,2021,Resigned,2022.0,2.0,1,11
1993,Mrs Shaniya Swaniawski,Male,1980,Married,2,124,Labour,Contarct Basis,2021,Resigned,2021.0,12.0,1,11
1996,Dianna Quigley,Female,1987,Single,1,125,Labour,Contarct Basis,2021,Resigned,2022.0,5.0,1,11
1998,Alfredo Pfeffer,Female,1987,Single,1,125,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,11
2000,Mable Langworth,Male,1987,Married,1,78,Staff,Contarct Basis,2021,Resigned,2021.0,12.0,1,11
2001,Marianne Hessel,Male,1993,Single,1,33,Staff,Contarct Basis,2021,Resigned,2021.0,8.0,1,11
2002,Gerry Kshlerin,Male,1991,Single,1,36,Staff,Contarct Basis,2021,Resigned,2022.0,1.0,1,11
2006,Berta Davis,Male,1969,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,11.0,1,11
2007,Norene Sipes,Male,1971,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,11
2009,Jeffry Hansen,Male,1991,Single,1,54,Staff,Contarct Basis,2021,Resigned,2021.0,11.0,1,11
2010,Malinda Ritchie,Male,1995,Single,1,36,Staff,Contarct Basis,2021,Active,,,1,11
2013,Dr Neal Zemlak,Female,1987,Married,1,25,Labour,Contarct Basis,2021,Active,,,1,11
2016,Edison Mills,Male,1997,Single,3,31,Labour,Contarct Basis,2021,Resigned,2022.0,2.0,1,11
2017,Ms Rowena Mayert IV,Male,1967,Married,1,6,Staff,Contarct Basis,2021,Active,,,1,11
2018,Miss Rita Considine PhD,Male,1996,Single,1,22,Staff,Contarct Basis,2021,Resigned,2021.0,8.0,1,11
2019,Uriah Nienow,Male,1990,Married,1,22,Staff,Contarct Basis,2021,Active,,,1,11
2020,Arnulfo Kuphal,Male,1964,Married,2,31,Labour,Contarct Basis,2021,Resigned,2022.0,5.0,1,11
2023,Drake Hamill,Male,1969,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,5.0,1,11
2024,Miss Savanah Moore Sr,Male,1984,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,2.0,1,11
2027,Jaquelin Kohler,Female,1996,Single,1,170,Staff,Contarct Basis,2021,Resigned,2022.0,7.0,1,11
2031,Mr Shaun Mante Jr,Male,1985,Married,3,29,Labour,Contarct Basis,2021,Resigned,2021.0,10.0,1,11
2033,Clarissa Goodwin,Male,1996,Married,1,124,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,11
2034,Bridgette Halvorson,Male,1990,Married,1,124,Labour,Contarct Basis,2021,Resigned,2022.0,5.0,1,11
2036,Mckenzie Bruen,Male,1982,Married,1,168,Staff,Contarct Basis,2021,Active,,,1,10
2040,Norma Hartmann MD,Male,1995,Single,1,158,Staff,Contarct Basis,2021,Resigned,2022.0,4.0,1,10
2043,Ms Pearlie Hettinger Sr,Male,1993,Single,1,31,Labour,Contarct Basis,2021,Resigned,2021.0,10.0,1,10
2044,Mireille Bergnaum,Male,1963,Married,1,124,Labour,Contarct Basis,2021,Resigned,2022.0,5.0,1,10
2045,Allene Larson,Male,1968,Married,1,124,Labour,Contarct Basis,2021,Resigned,2022.0,6.0,1,10
2048,Prof Patrick Kohler,Male,1991,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,10
2049,Prof Lonie O'Hara,Male,1991,Single,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,5.0,1,10
2050,Laverne Hudson,Male,1975,Married,1,124,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,10
2053,Rachelle Kling,Male,1974,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,11.0,1,10
2054,Mrs Stacy Larson,Male,1966,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,10
2057,Estell Bins MD,Male,1978,Married,1,31,Labour,Permanant,2021,Resigned,2022.0,5.0,1,10
2059,Miss Eden Runolfsson,Male,1955,Married,1,124,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,10
2060,Meredith Kuhic PhD,Male,1975,Married,1,124,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,10
2062,Erica Barton,Male,1967,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,10
2063,Prof Freda Eichmann,Male,1994,Married,1,22,Staff,Contarct Basis,2021,Resigned,2022.0,4.0,1,10
2065,Jerrell Witting,Male,1978,Married,1,122,Labour,Contarct Basis,2021,Resigned,2022.0,3.0,1,10
2068,Prof Dusty Purdy Sr,Male,1997,Single,1,129,Labour,Contarct Basis,2021,Active,,,1,10
2070,Ms Rafaela Johns MD,Female,1988,Married,1,31,Labour,Contarct Basis,2021,Resigned,2021.0,10.0,1,10
2073,Oceane Krajcik I,Male,1955,Married,1,124,Labour,Contarct Basis,2021,Resigned,2022.0,5.0,1,10
2079,Floyd Brown,Male,1976,Married,1,24,Labour,Contarct Basis,2021,Resigned,2022.0,3.0,1,10
2080,Prof Alaina Wolf,Male,2003,Single,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,1.0,1,10
2085,Prof Geoffrey Weber IV,Male,1986,Married,1,24,Labour,Contarct Basis,2021,Resigned,2022.0,2.0,1,10
2086,Libby Rice,Male,1977,Married,1,24,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,10
2088,Eugene Windler,Male,2002,Single,1,56,Labour,Contarct Basis,2021,Active,,,1,10
2089,Prof Carmelo Adams,Male,2002,Single,3,31,Labour,Contarct Basis,2021,Active,,,1,10
2093,Adonis Runolfsdottir,Male,1972,Married,1,31,Labour,Contarct Basis,2021,Resigned,2021.0,10.0,1,10
2094,Noelia Cremin,Male,1989,Single,1,22,Staff,Contarct Basis,2021,Active,,,1,10
2096,Hilma Bartell,Male,1994,Married,1,31,Labour,Contarct Basis,2021,Resigned,2021.0,10.0,1,11
2097,Cortez Bartoletti,Male,2002,Single,3,31,Labour,Contarct Basis,2021,Active,,,1,10
2101,Daron Bahringer,Male,1987,Single,1,124,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,10
2102,Jalyn Maggio,Male,1966,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,3.0,1,10
2105,Treva Powlowski,Male,1987,Single,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,3.0,1,10
2106,Prof Braxton Bode DVM,Male,1985,Single,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,10
2107,Isadore Kirlin,Male,1985,Married,1,78,Staff,Contarct Basis,2021,Resigned,2022.0,5.0,1,10
2110,Etha Wolf,Male,1993,Single,1,83,Staff,Contarct Basis,2021,Resigned,2021.0,12.0,1,10
2111,Prof Clay Buckridge,Male,1994,Single,1,33,Staff,Contarct Basis,2021,Resigned,2021.0,12.0,1,10
2112,Deja Durgan,Male,1986,Single,1,22,Staff,Contarct Basis,2021,Resigned,2021.0,10.0,1,10
2116,Samanta Williamson,Male,1991,Married,1,124,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,10
2119,Meredith Becker,Male,1982,Married,1,6,Staff,Contarct Basis,2021,Resigned,2022.0,9.0,1,10
2120,Dashawn Kassulke,Male,1969,Married,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,3.0,1,10
2121,Mr Demarco Shields,Male,1991,Married,1,43,Labour,Contarct Basis,2021,Resigned,2022.0,3.0,1,10
2122,Tanner Hegmann,Male,2000,Single,1,124,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,10
2123,Karley Jerde,Male,1997,Single,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,2.0,1,10
2124,Elmore Rutherford,Male,1950,Married,1,33,Staff,Contarct Basis,2021,Resigned,2022.0,3.0,1,10
2126,Duane Tromp III,Male,1987,Married,1,24,Labour,Contarct Basis,2021,Active,,,1,10
2127,Dr Sammie Volkman,Male,1999,Single,1,31,Labour,Contarct Basis,2021,Resigned,2021.0,10.0,1,10
2132,Yoshiko Leannon,Male,1958,Married,1,124,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,10
2133,Mrs Marianna Shields,Male,1973,Married,1,124,Labour,Contarct Basis,2021,Resigned,2022.0,4.0,1,10
2134,Jewell Hoppe II,Male,1994,Single,2,89,Staff,Contarct Basis,2021,Resigned,2021.0,9.0,1,10
2135,Eula Welch,Male,1993,Single,1,22,Staff,Contarct Basis,2021,Active,,,1,10
2136,Danielle Crona,Male,1995,Single,1,173,Staff,Contarct Basis,2021,Resigned,2022.0,1.0,1,10
2137,Prof Shanel Hilpert III,Male,1977,Single,1,31,Labour,Contarct Basis,2021,Resigned,2022.0,5.0,1,10
